 ssid      name                                 ss created           ss completed     volume         pool              size  lvl
3025339121 RMAN:Manthan_rman_MANTHAN_14_08_2019_uqu9531v_1_1.bkp 14-08-2019 00:05:29 14-08-2019 00:09:49 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 6227 MB full
3025339121 RMAN:Manthan_rman_MANTHAN_14_08_2019_uqu9531v_1_1.bkp 14-08-2019 00:05:29 14-08-2019 00:09:49 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 6227 MB full
3008561906 RMAN:Manthan_rman_MANTHAN_14_08_2019_utu9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 00:06:24 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 42 MB full
3008561906 RMAN:Manthan_rman_MANTHAN_14_08_2019_utu9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 00:06:24 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 42 MB full
2991784690 RMAN:Manthan_rman_MANTHAN_14_08_2019_uru9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 01:32:55 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5186 MB full
2991784690 RMAN:Manthan_rman_MANTHAN_14_08_2019_uru9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 01:32:55 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5186 MB full
2975007474 RMAN:Manthan_rman_MANTHAN_14_08_2019_usu9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 00:06:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 38 MB full
2975007474 RMAN:Manthan_rman_MANTHAN_14_08_2019_usu9531v_1_1.bkp 14-08-2019 00:05:30 14-08-2019 00:06:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 38 MB full
2907898676 RMAN:Manthan_rman_MANTHAN_14_08_2019_uuu9534a_1_1.bkp 14-08-2019 00:06:36 14-08-2019 00:07:32 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 43 MB full
2907898676 RMAN:Manthan_rman_MANTHAN_14_08_2019_uuu9534a_1_1.bkp 14-08-2019 00:06:36 14-08-2019 00:07:32 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 43 MB full
2891121461 RMAN:Manthan_rman_MANTHAN_14_08_2019_uvu9534a_1_1.bkp 14-08-2019 00:06:37 14-08-2019 00:07:30 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 31 MB full
2891121461 RMAN:Manthan_rman_MANTHAN_14_08_2019_uvu9534a_1_1.bkp 14-08-2019 00:06:37 14-08-2019 00:07:30 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 31 MB full
2807235446 RMAN:Manthan_rman_MANTHAN_14_08_2019_v0u9536b_1_1.bkp 14-08-2019 00:07:42 14-08-2019 00:08:41 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 30 MB full
2807235446 RMAN:Manthan_rman_MANTHAN_14_08_2019_v0u9536b_1_1.bkp 14-08-2019 00:07:42 14-08-2019 00:08:41 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 30 MB full
2790458231 RMAN:Manthan_rman_MANTHAN_14_08_2019_v1u9536b_1_1.bkp 14-08-2019 00:07:43 14-08-2019 00:08:39 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 33 MB full
2790458231 RMAN:Manthan_rman_MANTHAN_14_08_2019_v1u9536b_1_1.bkp 14-08-2019 00:07:43 14-08-2019 00:08:39 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 33 MB full
2673017783 RMAN:Manthan_rman_MANTHAN_14_08_2019_v2u9538c_1_1.bkp 14-08-2019 00:08:47 14-08-2019 00:09:45 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 34 MB full
2673017783 RMAN:Manthan_rman_MANTHAN_14_08_2019_v2u9538c_1_1.bkp 14-08-2019 00:08:47 14-08-2019 00:09:45 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 34 MB full
2656240567 RMAN:Manthan_rman_MANTHAN_14_08_2019_v3u9538c_1_1.bkp 14-08-2019 00:08:47 14-08-2019 00:09:46 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 34 MB full
2656240567 RMAN:Manthan_rman_MANTHAN_14_08_2019_v3u9538c_1_1.bkp 14-08-2019 00:08:47 14-08-2019 00:09:46 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 34 MB full
2522022904 RMAN:Manthan_rman_MANTHAN_14_08_2019_v4u953ad_1_1.bkp 14-08-2019 00:09:52 14-08-2019 00:18:25 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5238 MB full
2522022904 RMAN:Manthan_rman_MANTHAN_14_08_2019_v4u953ad_1_1.bkp 14-08-2019 00:09:52 14-08-2019 00:18:25 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5238 MB full
2505245688 RMAN:Manthan_rman_MANTHAN_14_08_2019_v5u953ae_1_1.bkp 14-08-2019 00:09:52 14-08-2019 00:10:34 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 35 MB full
2505245688 RMAN:Manthan_rman_MANTHAN_14_08_2019_v5u953ae_1_1.bkp 14-08-2019 00:09:52 14-08-2019 00:10:34 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 35 MB full
2488468475 RMAN:Manthan_rman_MANTHAN_14_08_2019_v6u953ah_1_1.bkp 14-08-2019 00:09:55 14-08-2019 00:10:43 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 72 MB full
2488468475 RMAN:Manthan_rman_MANTHAN_14_08_2019_v6u953ah_1_1.bkp 14-08-2019 00:09:55 14-08-2019 00:10:43 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 72 MB full
2454914088 RMAN:Manthan_rman_MANTHAN_14_08_2019_v7u953bu_1_1.bkp 14-08-2019 00:10:40 14-08-2019 00:15:06 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5228 MB full
2454914088 RMAN:Manthan_rman_MANTHAN_14_08_2019_v7u953bu_1_1.bkp 14-08-2019 00:10:40 14-08-2019 00:15:06 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5228 MB full
2438136887 RMAN:Manthan_rman_MANTHAN_14_08_2019_v8u953cd_1_1.bkp 14-08-2019 00:10:55 14-08-2019 00:11:23 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 37 MB full
2438136887 RMAN:Manthan_rman_MANTHAN_14_08_2019_v8u953cd_1_1.bkp 14-08-2019 00:10:55 14-08-2019 00:11:23 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 37 MB full
2303919195 RMAN:Manthan_rman_MANTHAN_14_08_2019_v9u953dg_1_1.bkp 14-08-2019 00:11:31 14-08-2019 00:17:23 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5114 MB full
2303919195 RMAN:Manthan_rman_MANTHAN_14_08_2019_v9u953dg_1_1.bkp 14-08-2019 00:11:31 14-08-2019 00:17:23 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5114 MB full
2253587772 RMAN:Manthan_rman_MANTHAN_14_08_2019_vau953kh_1_1.bkp 14-08-2019 00:15:16 14-08-2019 00:19:28 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5242 MB full
2253587772 RMAN:Manthan_rman_MANTHAN_14_08_2019_vau953kh_1_1.bkp 14-08-2019 00:15:16 14-08-2019 00:19:28 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5242 MB full
2136147395 RMAN:Manthan_rman_MANTHAN_14_08_2019_vbu953oo_1_1.bkp 14-08-2019 00:17:31 14-08-2019 00:18:07 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1281 KB full
2136147395 RMAN:Manthan_rman_MANTHAN_14_08_2019_vbu953oo_1_1.bkp 14-08-2019 00:17:31 14-08-2019 00:18:07 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1281 KB full
2001929712 RMAN:Manthan_rman_MANTHAN_14_08_2019_vcu953q5_1_1.bkp 14-08-2019 00:18:16 14-08-2019 00:22:48 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5239 MB full
2001929712 RMAN:Manthan_rman_MANTHAN_14_08_2019_vcu953q5_1_1.bkp 14-08-2019 00:18:16 14-08-2019 00:22:48 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5239 MB full
1968375295 RMAN:Manthan_rman_MANTHAN_14_08_2019_vdu953ql_1_1.bkp 14-08-2019 00:18:31 14-08-2019 00:19:00 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1281 KB full
1968375295 RMAN:Manthan_rman_MANTHAN_14_08_2019_vdu953ql_1_1.bkp 14-08-2019 00:18:31 14-08-2019 00:19:00 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1281 KB full
1884489250 RMAN:Manthan_rman_MANTHAN_14_08_2019_veu953ro_1_1.bkp 14-08-2019 00:19:06 14-08-2019 02:09:03 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4633 MB full
1884489250 RMAN:Manthan_rman_MANTHAN_14_08_2019_veu953ro_1_1.bkp 14-08-2019 00:19:06 14-08-2019 02:09:03 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4633 MB full
1750271559 RMAN:Manthan_rman_MANTHAN_14_08_2019_vfu953sr_1_1.bkp 14-08-2019 00:19:43 14-08-2019 00:22:40 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3795 MB full
1750271559 RMAN:Manthan_rman_MANTHAN_14_08_2019_vfu953sr_1_1.bkp 14-08-2019 00:19:43 14-08-2019 00:22:40 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3795 MB full
1498613503 RMAN:Manthan_rman_MANTHAN_14_08_2019_vgu9542k_1_1.bkp 14-08-2019 00:22:47 14-08-2019 00:31:18 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4062 MB full
1498613503 RMAN:Manthan_rman_MANTHAN_14_08_2019_vgu9542k_1_1.bkp 14-08-2019 00:22:47 14-08-2019 00:31:18 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4062 MB full
1465059078 RMAN:Manthan_rman_MANTHAN_14_08_2019_vhu9542r_1_1.bkp 14-08-2019 00:22:54 14-08-2019 00:31:07 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4189 MB full
1465059078 RMAN:Manthan_rman_MANTHAN_14_08_2019_vhu9542r_1_1.bkp 14-08-2019 00:22:54 14-08-2019 00:31:07 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4189 MB full
559089919  RMAN:Manthan_rman_MANTHAN_14_08_2019_viu954ik_1_1.bkp 14-08-2019 00:31:19 14-08-2019 00:41:49 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3296 MB full
559089919  RMAN:Manthan_rman_MANTHAN_14_08_2019_viu954ik_1_1.bkp 14-08-2019 00:31:19 14-08-2019 00:41:49 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3296 MB full
525535494  RMAN:Manthan_rman_MANTHAN_14_08_2019_vju954ir_1_1.bkp 14-08-2019 00:31:26 14-08-2019 01:03:25 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
525535494  RMAN:Manthan_rman_MANTHAN_14_08_2019_vju954ir_1_1.bkp 14-08-2019 00:31:26 14-08-2019 01:03:25 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
3209890690 RMAN:Manthan_rman_MANTHAN_14_08_2019_vku9556n_1_1.bkp 14-08-2019 00:42:02 14-08-2019 00:49:54 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4189 MB full
3209890690 RMAN:Manthan_rman_MANTHAN_14_08_2019_vku9556n_1_1.bkp 14-08-2019 00:42:02 14-08-2019 00:49:54 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4189 MB full
2253589862 RMAN:Manthan_rman_MANTHAN_14_08_2019_vlu955ls_1_1.bkp 14-08-2019 00:50:06 14-08-2019 00:53:16 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2475 MB full
2253589862 RMAN:Manthan_rman_MANTHAN_14_08_2019_vlu955ls_1_1.bkp 14-08-2019 00:50:06 14-08-2019 00:53:16 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2475 MB full
1884491306 RMAN:Manthan_rman_MANTHAN_14_08_2019_vmu955rv_1_1.bkp 14-08-2019 00:53:22 14-08-2019 01:26:09 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
1884491306 RMAN:Manthan_rman_MANTHAN_14_08_2019_vmu955rv_1_1.bkp 14-08-2019 00:53:22 14-08-2019 01:26:09 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
861081745  RMAN:Manthan_rman_MANTHAN_14_08_2019_vnu956f7_1_1.bkp 14-08-2019 01:03:37 14-08-2019 01:31:08 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
861081745  RMAN:Manthan_rman_MANTHAN_14_08_2019_vnu956f7_1_1.bkp 14-08-2019 01:03:37 14-08-2019 01:31:08 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3562214887 RMAN:Manthan_rman_MANTHAN_14_08_2019_vou957ps_1_1.bkp 14-08-2019 01:26:23 14-08-2019 01:31:12 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3562214887 RMAN:Manthan_rman_MANTHAN_14_08_2019_vou957ps_1_1.bkp 14-08-2019 01:26:23 14-08-2019 01:31:12 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3176339214 RMAN:Manthan_rman_MANTHAN_14_08_2019_vpu95833_1_1.bkp 14-08-2019 01:31:18 14-08-2019 02:29:54 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3176339214 RMAN:Manthan_rman_MANTHAN_14_08_2019_vpu95833_1_1.bkp 14-08-2019 01:31:18 14-08-2019 02:29:54 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3159561998 RMAN:Manthan_rman_MANTHAN_14_08_2019_vqu95833_1_1.bkp 14-08-2019 01:31:18 14-08-2019 01:35:42 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4191 MB full
3159561998 RMAN:Manthan_rman_MANTHAN_14_08_2019_vqu95833_1_1.bkp 14-08-2019 01:31:18 14-08-2019 01:35:42 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4191 MB full
2975012727 RMAN:Manthan_rman_MANTHAN_14_08_2019_vru9586d_1_1.bkp 14-08-2019 01:33:03 14-08-2019 01:35:53 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3216 MB full
2975012727 RMAN:Manthan_rman_MANTHAN_14_08_2019_vru9586d_1_1.bkp 14-08-2019 01:33:03 14-08-2019 01:35:53 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3216 MB full
2689800220 RMAN:Manthan_rman_MANTHAN_14_08_2019_vsu958bi_1_1.bkp 14-08-2019 01:35:48 14-08-2019 01:57:12 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4186 MB full
2689800220 RMAN:Manthan_rman_MANTHAN_14_08_2019_vsu958bi_1_1.bkp 14-08-2019 01:35:48 14-08-2019 01:57:12 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4186 MB full
2656245803 RMAN:Manthan_rman_MANTHAN_14_08_2019_vtu958c1_1_1.bkp 14-08-2019 01:36:03 14-08-2019 02:33:24 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
2656245803 RMAN:Manthan_rman_MANTHAN_14_08_2019_vtu958c1_1_1.bkp 14-08-2019 01:36:03 14-08-2019 02:33:24 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1129520423 RMAN:Manthan_rman_MANTHAN_14_08_2019_vuu959js_1_1.bkp 14-08-2019 01:57:19 14-08-2019 02:22:50 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4185 MB full
1129520423 RMAN:Manthan_rman_MANTHAN_14_08_2019_vuu959js_1_1.bkp 14-08-2019 01:57:19 14-08-2019 02:22:50 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4185 MB full
324214770  RMAN:Manthan_rman_MANTHAN_14_08_2019_vvu95aa8_1_1.bkp 14-08-2019 02:09:14 14-08-2019 02:18:40 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3397 MB full
324214770  RMAN:Manthan_rman_MANTHAN_14_08_2019_vvu95aa8_1_1.bkp 14-08-2019 02:09:14 14-08-2019 02:18:40 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3397 MB full
307438129  RMAN:Manthan_rman_MANTHAN_14_08_2019_00u95as7_1_1.bkp 14-08-2019 02:18:49 14-08-2019 02:24:38 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4177 MB full
307438129  RMAN:Manthan_rman_MANTHAN_14_08_2019_00u95as7_1_1.bkp 14-08-2019 02:18:49 14-08-2019 02:24:38 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4177 MB full
290661324  RMAN:Manthan_rman_MANTHAN_14_08_2019_01u95b46_1_1.bkp 14-08-2019 02:25:40 14-08-2019 02:35:42 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4189 MB full
290661324  RMAN:Manthan_rman_MANTHAN_14_08_2019_01u95b46_1_1.bkp 14-08-2019 02:25:40 14-08-2019 02:35:42 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4189 MB full
273884196  RMAN:Manthan_rman_MANTHAN_14_08_2019_02u95b9b_1_1.bkp 14-08-2019 02:27:08 14-08-2019 02:32:01 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4135 MB full
273884196  RMAN:Manthan_rman_MANTHAN_14_08_2019_02u95b9b_1_1.bkp 14-08-2019 02:27:08 14-08-2019 02:32:01 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4135 MB full
257107327  RMAN:Manthan_rman_MANTHAN_14_08_2019_03u95bml_1_1.bkp 14-08-2019 02:32:55 14-08-2019 02:37:54 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3323 MB full
257107327  RMAN:Manthan_rman_MANTHAN_14_08_2019_03u95bml_1_1.bkp 14-08-2019 02:32:55 14-08-2019 02:37:54 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3323 MB full
240330111  RMAN:Manthan_rman_MANTHAN_14_08_2019_04u95bml_1_1.bkp 14-08-2019 02:32:55 14-08-2019 02:36:44 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
240330111  RMAN:Manthan_rman_MANTHAN_14_08_2019_04u95bml_1_1.bkp 14-08-2019 02:32:55 14-08-2019 02:36:44 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
189998548  RMAN:Manthan_rman_MANTHAN_14_08_2019_05u95bpa_1_1.bkp 14-08-2019 02:34:20 14-08-2019 02:41:40 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4190 MB full
189998548  RMAN:Manthan_rman_MANTHAN_14_08_2019_05u95bpa_1_1.bkp 14-08-2019 02:34:20 14-08-2019 02:41:40 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4190 MB full
122889988  RMAN:Manthan_rman_MANTHAN_14_08_2019_06u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:41:13 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2375 MB full
122889988  RMAN:Manthan_rman_MANTHAN_14_08_2019_06u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:41:13 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2375 MB full
106112772  RMAN:Manthan_rman_MANTHAN_14_08_2019_08u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:53:30 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
106112772  RMAN:Manthan_rman_MANTHAN_14_08_2019_08u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:53:30 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
89335556   RMAN:Manthan_rman_MANTHAN_14_08_2019_07u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:53:17 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
89335556   RMAN:Manthan_rman_MANTHAN_14_08_2019_07u95c0v_1_1.bkp 14-08-2019 02:39:24 14-08-2019 02:53:17 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3931318403 RMAN:Manthan_rman_MANTHAN_14_08_2019_09u95ca6_1_1.bkp 14-08-2019 02:45:47 14-08-2019 02:51:25 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3931318403 RMAN:Manthan_rman_MANTHAN_14_08_2019_09u95ca6_1_1.bkp 14-08-2019 02:45:47 14-08-2019 02:51:25 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3864209544 RMAN:Manthan_rman_MANTHAN_14_08_2019_0au95ce4_1_1.bkp 14-08-2019 02:45:52 14-08-2019 02:49:32 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2445 MB full
3864209544 RMAN:Manthan_rman_MANTHAN_14_08_2019_0au95ce4_1_1.bkp 14-08-2019 02:45:52 14-08-2019 02:49:32 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2445 MB full
3578997417 RMAN:Manthan_rman_MANTHAN_14_08_2019_0bu95crn_1_1.bkp 14-08-2019 02:54:57 14-08-2019 02:57:06 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3578997417 RMAN:Manthan_rman_MANTHAN_14_08_2019_0bu95crn_1_1.bkp 14-08-2019 02:54:57 14-08-2019 02:57:06 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3511888736 RMAN:Manthan_rman_MANTHAN_14_08_2019_0cu95cva_1_1.bkp 14-08-2019 02:58:00 14-08-2019 02:59:10 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 727 MB full
3511888736 RMAN:Manthan_rman_MANTHAN_14_08_2019_0cu95cva_1_1.bkp 14-08-2019 02:58:00 14-08-2019 02:59:10 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 727 MB full
3428002671 RMAN:Manthan_rman_MANTHAN_14_08_2019_0du95d03_1_1.bkp 14-08-2019 02:58:15 14-08-2019 03:07:09 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3428002671 RMAN:Manthan_rman_MANTHAN_14_08_2019_0du95d03_1_1.bkp 14-08-2019 02:58:15 14-08-2019 03:07:09 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3461557102 RMAN:Manthan_rman_MANTHAN_14_08_2019_0eu95d03_1_1.bkp 14-08-2019 02:58:14 14-08-2019 03:01:23 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2486 MB full
3461557102 RMAN:Manthan_rman_MANTHAN_14_08_2019_0eu95d03_1_1.bkp 14-08-2019 02:58:14 14-08-2019 03:01:23 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2486 MB full
3360893838 RMAN:Manthan_rman_MANTHAN_14_08_2019_0fu95d6g_1_1.bkp 14-08-2019 02:58:46 14-08-2019 03:07:34 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4191 MB full
3360893838 RMAN:Manthan_rman_MANTHAN_14_08_2019_0fu95d6g_1_1.bkp 14-08-2019 02:58:46 14-08-2019 03:07:34 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4191 MB full
3209898990 RMAN:Manthan_rman_MANTHAN_14_08_2019_0gu95da3_1_1.bkp 14-08-2019 03:00:22 14-08-2019 03:04:24 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3209898990 RMAN:Manthan_rman_MANTHAN_14_08_2019_0gu95da3_1_1.bkp 14-08-2019 03:00:22 14-08-2019 03:04:24 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
2907909177 RMAN:Manthan_rman_MANTHAN_14_08_2019_0hu95dcf_1_1.bkp 14-08-2019 03:01:37 14-08-2019 03:06:11 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4126 MB full
2907909177 RMAN:Manthan_rman_MANTHAN_14_08_2019_0hu95dcf_1_1.bkp 14-08-2019 03:01:37 14-08-2019 03:06:11 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4126 MB full
2152934632 RMAN:Manthan_rman_MANTHAN_14_08_2019_0iu95dhu_1_1.bkp 14-08-2019 03:04:32 14-08-2019 03:06:30 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2494 MB full
2152934632 RMAN:Manthan_rman_MANTHAN_14_08_2019_0iu95dhu_1_1.bkp 14-08-2019 03:04:32 14-08-2019 03:06:30 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2494 MB full
1548954971 RMAN:Manthan_rman_MANTHAN_14_08_2019_0ju95dlh_1_1.bkp 14-08-2019 03:06:27 14-08-2019 03:16:22 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
1548954971 RMAN:Manthan_rman_MANTHAN_14_08_2019_0ju95dlh_1_1.bkp 14-08-2019 03:06:27 14-08-2019 03:16:22 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
1465068921 RMAN:Manthan_rman_MANTHAN_14_08_2019_0ku95dm0_1_1.bkp 14-08-2019 03:06:57 14-08-2019 03:11:14 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1465068921 RMAN:Manthan_rman_MANTHAN_14_08_2019_0ku95dm0_1_1.bkp 14-08-2019 03:06:57 14-08-2019 03:11:14 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1263742361 RMAN:Manthan_rman_MANTHAN_14_08_2019_0lu95dn3_1_1.bkp 14-08-2019 03:07:29 14-08-2019 07:54:25 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4187 MB full
1263742361 RMAN:Manthan_rman_MANTHAN_14_08_2019_0lu95dn3_1_1.bkp 14-08-2019 03:07:29 14-08-2019 07:54:25 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4187 MB full
1179856305 RMAN:Manthan_rman_MANTHAN_14_08_2019_0mu95do6_1_1.bkp 14-08-2019 03:07:53 14-08-2019 03:10:00 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2423 MB full
1179856305 RMAN:Manthan_rman_MANTHAN_14_08_2019_0mu95do6_1_1.bkp 14-08-2019 03:07:53 14-08-2019 03:10:00 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2423 MB full
626208312  RMAN:Manthan_rman_MANTHAN_14_08_2019_0nu95dsd_1_1.bkp 14-08-2019 03:10:08 14-08-2019 03:25:50 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
626208312  RMAN:Manthan_rman_MANTHAN_14_08_2019_0nu95dsd_1_1.bkp 14-08-2019 03:10:08 14-08-2019 03:25:50 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
324218509  RMAN:Manthan_rman_MANTHAN_14_08_2019_0ou95dv2_1_1.bkp 14-08-2019 03:11:33 14-08-2019 03:16:00 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
324218509  RMAN:Manthan_rman_MANTHAN_14_08_2019_0ou95dv2_1_1.bkp 14-08-2019 03:11:33 14-08-2019 03:16:00 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
