 ssid      name                                 ss created           ss completed     volume         pool              size  lvl
3528486292 RMAN:Manthan_rman_MANTHAN_12_08_2019_p3u8vtn9_1_1.bkp 12-08-2019 01:03:40 12-08-2019 01:16:23 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4185 MB full
3226496769 RMAN:Manthan_rman_MANTHAN_12_08_2019_p4u8vu2m_1_1.bkp 12-08-2019 01:09:45 12-08-2019 01:18:07 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3397 MB full
3226496769 RMAN:Manthan_rman_MANTHAN_12_08_2019_p4u8vu2m_1_1.bkp 12-08-2019 01:09:45 12-08-2019 01:18:07 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3397 MB full
3176165186 RMAN:Manthan_rman_MANTHAN_12_08_2019_p5u8vu4o_1_1.bkp 12-08-2019 01:10:50 12-08-2019 01:15:06 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4177 MB full
3176165186 RMAN:Manthan_rman_MANTHAN_12_08_2019_p5u8vu4o_1_1.bkp 12-08-2019 01:10:50 12-08-2019 01:15:06 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4177 MB full
2907729997 RMAN:Manthan_rman_MANTHAN_12_08_2019_p6u8vud1_1_1.bkp 12-08-2019 01:15:17 12-08-2019 01:24:46 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4189 MB full
2907729997 RMAN:Manthan_rman_MANTHAN_12_08_2019_p6u8vud1_1_1.bkp 12-08-2019 01:15:17 12-08-2019 01:24:46 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4189 MB full
2756735127 RMAN:Manthan_rman_MANTHAN_12_08_2019_p7u8vufc_1_1.bkp 12-08-2019 01:16:31 12-08-2019 01:20:02 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4135 MB full
2756735127 RMAN:Manthan_rman_MANTHAN_12_08_2019_p7u8vufc_1_1.bkp 12-08-2019 01:16:31 12-08-2019 01:20:02 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4135 MB full
2236641536 RMAN:Manthan_rman_MANTHAN_12_08_2019_p8u8vuil_1_1.bkp 12-08-2019 01:18:16 12-08-2019 01:24:43 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3323 MB full
2236641536 RMAN:Manthan_rman_MANTHAN_12_08_2019_p8u8vuil_1_1.bkp 12-08-2019 01:18:16 12-08-2019 01:24:43 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3323 MB full
1984983410 RMAN:Manthan_rman_MANTHAN_12_08_2019_p9u8vum8_1_1.bkp 12-08-2019 01:20:10 12-08-2019 01:24:16 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1984983410 RMAN:Manthan_rman_MANTHAN_12_08_2019_p9u8vum8_1_1.bkp 12-08-2019 01:20:10 12-08-2019 01:24:16 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1917874602 RMAN:Manthan_rman_MANTHAN_12_08_2019_pau8vunv_1_1.bkp 12-08-2019 01:21:06 12-08-2019 01:27:40 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4190 MB full
1917874602 RMAN:Manthan_rman_MANTHAN_12_08_2019_pau8vunv_1_1.bkp 12-08-2019 01:21:06 12-08-2019 01:27:40 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4190 MB full
1766879853 RMAN:Manthan_rman_MANTHAN_12_08_2019_pbu8vuu2_1_1.bkp 12-08-2019 01:24:21 12-08-2019 01:26:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2375 MB full
1766879853 RMAN:Manthan_rman_MANTHAN_12_08_2019_pbu8vuu2_1_1.bkp 12-08-2019 01:24:21 12-08-2019 01:26:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2375 MB full
1716548240 RMAN:Manthan_rman_MANTHAN_12_08_2019_pcu8vuv6_1_1.bkp 12-08-2019 01:24:56 12-08-2019 01:37:10 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1716548240 RMAN:Manthan_rman_MANTHAN_12_08_2019_pcu8vuv6_1_1.bkp 12-08-2019 01:24:56 12-08-2019 01:37:10 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1699771024 RMAN:Manthan_rman_MANTHAN_12_08_2019_pdu8vuv6_1_1.bkp 12-08-2019 01:24:56 12-08-2019 01:38:13 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
1699771024 RMAN:Manthan_rman_MANTHAN_12_08_2019_pdu8vuv6_1_1.bkp 12-08-2019 01:24:56 12-08-2019 01:38:13 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
1615885039 RMAN:Manthan_rman_MANTHAN_12_08_2019_peu8vv25_1_1.bkp 12-08-2019 01:26:31 12-08-2019 01:31:07 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1615885039 RMAN:Manthan_rman_MANTHAN_12_08_2019_peu8vv25_1_1.bkp 12-08-2019 01:26:31 12-08-2019 01:31:07 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1548776250 RMAN:Manthan_rman_MANTHAN_12_08_2019_pfu8vv4g_1_1.bkp 12-08-2019 01:27:46 12-08-2019 01:29:48 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2440 MB full
1548776250 RMAN:Manthan_rman_MANTHAN_12_08_2019_pfu8vv4g_1_1.bkp 12-08-2019 01:27:46 12-08-2019 01:29:48 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2440 MB full
1313895362 RMAN:Manthan_rman_MANTHAN_12_08_2019_pgu8vv8n_1_1.bkp 12-08-2019 01:30:02 12-08-2019 01:33:55 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1313895362 RMAN:Manthan_rman_MANTHAN_12_08_2019_pgu8vv8n_1_1.bkp 12-08-2019 01:30:02 12-08-2019 01:33:55 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
1095791629 RMAN:Manthan_rman_MANTHAN_12_08_2019_phu8vvb2_1_1.bkp 12-08-2019 01:31:17 12-08-2019 01:32:14 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 727 MB full
1095791629 RMAN:Manthan_rman_MANTHAN_12_08_2019_phu8vvb2_1_1.bkp 12-08-2019 01:31:17 12-08-2019 01:32:14 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 727 MB full
1011905614 RMAN:Manthan_rman_MANTHAN_12_08_2019_piu8vvd3_1_1.bkp 12-08-2019 01:32:22 12-08-2019 01:38:49 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
1011905614 RMAN:Manthan_rman_MANTHAN_12_08_2019_piu8vvd3_1_1.bkp 12-08-2019 01:32:22 12-08-2019 01:38:49 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
810579127  RMAN:Manthan_rman_MANTHAN_12_08_2019_pju8vvgc_1_1.bkp 12-08-2019 01:34:07 12-08-2019 01:35:47 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2486 MB full
810579127  RMAN:Manthan_rman_MANTHAN_12_08_2019_pju8vvgc_1_1.bkp 12-08-2019 01:34:07 12-08-2019 01:35:47 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2486 MB full
659584288  RMAN:Manthan_rman_MANTHAN_12_08_2019_pku8vvjl_1_1.bkp 12-08-2019 01:35:52 12-08-2019 01:41:07 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4191 MB full
659584288  RMAN:Manthan_rman_MANTHAN_12_08_2019_pku8vvjl_1_1.bkp 12-08-2019 01:35:52 12-08-2019 01:41:07 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4191 MB full
525366645  RMAN:Manthan_rman_MANTHAN_12_08_2019_plu8vvmb_1_1.bkp 12-08-2019 01:37:17 12-08-2019 01:39:50 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
525366645  RMAN:Manthan_rman_MANTHAN_12_08_2019_plu8vvmb_1_1.bkp 12-08-2019 01:37:17 12-08-2019 01:39:50 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
407926198  RMAN:Manthan_rman_MANTHAN_12_08_2019_pmu8vvoc_1_1.bkp 12-08-2019 01:38:22 12-08-2019 01:41:03 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4126 MB full
407926198  RMAN:Manthan_rman_MANTHAN_12_08_2019_pmu8vvoc_1_1.bkp 12-08-2019 01:38:22 12-08-2019 01:41:03 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4126 MB full
324040153  RMAN:Manthan_rman_MANTHAN_12_08_2019_pnu8vvpf_1_1.bkp 12-08-2019 01:38:57 12-08-2019 01:40:36 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2494 MB full
324040153  RMAN:Manthan_rman_MANTHAN_12_08_2019_pnu8vvpf_1_1.bkp 12-08-2019 01:38:57 12-08-2019 01:40:36 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2494 MB full
256931354  RMAN:Manthan_rman_MANTHAN_12_08_2019_pou8vvrg_1_1.bkp 12-08-2019 01:40:02 12-08-2019 01:44:51 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
256931354  RMAN:Manthan_rman_MANTHAN_12_08_2019_pou8vvrg_1_1.bkp 12-08-2019 01:40:02 12-08-2019 01:44:51 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
173045319  RMAN:Manthan_rman_MANTHAN_12_08_2019_ppu8vvst_1_1.bkp 12-08-2019 01:40:47 12-08-2019 01:43:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
173045319  RMAN:Manthan_rman_MANTHAN_12_08_2019_ppu8vvst_1_1.bkp 12-08-2019 01:40:47 12-08-2019 01:43:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
139490913  RMAN:Manthan_rman_MANTHAN_12_08_2019_pqu8vvtm_1_1.bkp 12-08-2019 01:41:13 12-08-2019 01:49:04 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4187 MB full
139490913  RMAN:Manthan_rman_MANTHAN_12_08_2019_pqu8vvtm_1_1.bkp 12-08-2019 01:41:13 12-08-2019 01:49:04 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4187 MB full
122713697  RMAN:Manthan_rman_MANTHAN_12_08_2019_pru8vvtm_1_1.bkp 12-08-2019 01:41:13 12-08-2019 01:42:42 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2419 MB full
122713697  RMAN:Manthan_rman_MANTHAN_12_08_2019_pru8vvtm_1_1.bkp 12-08-2019 01:41:13 12-08-2019 01:42:42 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2419 MB full
4283463360 RMAN:Manthan_rman_MANTHAN_12_08_2019_psu9000l_1_1.bkp 12-08-2019 01:42:48 12-08-2019 01:49:52 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
4283463360 RMAN:Manthan_rman_MANTHAN_12_08_2019_psu9000l_1_1.bkp 12-08-2019 01:42:48 12-08-2019 01:49:52 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
4216354541 RMAN:Manthan_rman_MANTHAN_12_08_2019_ptu90022_1_1.bkp 12-08-2019 01:43:33 12-08-2019 01:46:37 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
4216354541 RMAN:Manthan_rman_MANTHAN_12_08_2019_ptu90022_1_1.bkp 12-08-2019 01:43:33 12-08-2019 01:46:37 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
4082136898 RMAN:Manthan_rman_MANTHAN_12_08_2019_puu9004o_1_1.bkp 12-08-2019 01:44:58 12-08-2019 01:49:52 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4193 MB full
4082136898 RMAN:Manthan_rman_MANTHAN_12_08_2019_puu9004o_1_1.bkp 12-08-2019 01:44:58 12-08-2019 01:49:52 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4193 MB full
3880810411 RMAN:Manthan_rman_MANTHAN_12_08_2019_pvu90081_1_1.bkp 12-08-2019 01:46:43 12-08-2019 01:48:22 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2313 MB full
3880810411 RMAN:Manthan_rman_MANTHAN_12_08_2019_pvu90081_1_1.bkp 12-08-2019 01:46:43 12-08-2019 01:48:22 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2313 MB full
3713038356 RMAN:Manthan_rman_MANTHAN_12_08_2019_q0u900ba_1_1.bkp 12-08-2019 01:48:28 12-08-2019 01:55:03 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3713038356 RMAN:Manthan_rman_MANTHAN_12_08_2019_q0u900ba_1_1.bkp 12-08-2019 01:48:28 12-08-2019 01:55:03 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3629152321 RMAN:Manthan_rman_MANTHAN_12_08_2019_q1u900cn_1_1.bkp 12-08-2019 01:49:13 12-08-2019 01:52:12 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3629152321 RMAN:Manthan_rman_MANTHAN_12_08_2019_q1u900cn_1_1.bkp 12-08-2019 01:49:13 12-08-2019 01:52:12 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3562043502 RMAN:Manthan_rman_MANTHAN_12_08_2019_q2u900e4_1_1.bkp 12-08-2019 01:49:58 12-08-2019 02:01:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3562043502 RMAN:Manthan_rman_MANTHAN_12_08_2019_q2u900e4_1_1.bkp 12-08-2019 01:49:58 12-08-2019 02:01:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3545266286 RMAN:Manthan_rman_MANTHAN_12_08_2019_q3u900e4_1_1.bkp 12-08-2019 01:49:58 12-08-2019 01:51:38 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2326 MB full
3545266286 RMAN:Manthan_rman_MANTHAN_12_08_2019_q3u900e4_1_1.bkp 12-08-2019 01:49:58 12-08-2019 01:51:38 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2326 MB full
3444603096 RMAN:Manthan_rman_MANTHAN_12_08_2019_q4u900hd_1_1.bkp 12-08-2019 01:51:44 12-08-2019 01:57:21 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3444603096 RMAN:Manthan_rman_MANTHAN_12_08_2019_q4u900hd_1_1.bkp 12-08-2019 01:51:44 12-08-2019 01:57:21 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3411048699 RMAN:Manthan_rman_MANTHAN_12_08_2019_q5u900ig_1_1.bkp 12-08-2019 01:52:19 12-08-2019 01:55:17 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3411048699 RMAN:Manthan_rman_MANTHAN_12_08_2019_q5u900ig_1_1.bkp 12-08-2019 01:52:19 12-08-2019 01:55:17 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3243276714 RMAN:Manthan_rman_MANTHAN_12_08_2019_q6u900nv_1_1.bkp 12-08-2019 01:55:14 12-08-2019 02:12:45 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4163 MB full
3243276714 RMAN:Manthan_rman_MANTHAN_12_08_2019_q6u900nv_1_1.bkp 12-08-2019 01:55:14 12-08-2019 02:12:45 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4163 MB full
3209722297 RMAN:Manthan_rman_MANTHAN_12_08_2019_q7u900of_1_1.bkp 12-08-2019 01:55:29 12-08-2019 01:57:33 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2388 MB full
3209722297 RMAN:Manthan_rman_MANTHAN_12_08_2019_q7u900of_1_1.bkp 12-08-2019 01:55:29 12-08-2019 01:57:33 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2388 MB full
3058727478 RMAN:Manthan_rman_MANTHAN_12_08_2019_q8u900sc_1_1.bkp 12-08-2019 01:57:34 12-08-2019 02:02:13 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3058727478 RMAN:Manthan_rman_MANTHAN_12_08_2019_q8u900sc_1_1.bkp 12-08-2019 01:57:34 12-08-2019 02:02:13 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
3041950265 RMAN:Manthan_rman_MANTHAN_12_08_2019_q9u900sf_1_1.bkp 12-08-2019 01:57:37 12-08-2019 02:00:51 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
3041950265 RMAN:Manthan_rman_MANTHAN_12_08_2019_q9u900sf_1_1.bkp 12-08-2019 01:57:37 12-08-2019 02:00:51 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
2756737798 RMAN:Manthan_rman_MANTHAN_12_08_2019_qau9012s_1_1.bkp 12-08-2019 02:01:02 12-08-2019 02:24:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3006 MB full
2756737798 RMAN:Manthan_rman_MANTHAN_12_08_2019_qau9012s_1_1.bkp 12-08-2019 02:01:02 12-08-2019 02:24:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3006 MB full
2622520105 RMAN:Manthan_rman_MANTHAN_12_08_2019_qbu9013v_1_1.bkp 12-08-2019 02:01:37 12-08-2019 02:05:26 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4192 MB full
2622520105 RMAN:Manthan_rman_MANTHAN_12_08_2019_qbu9013v_1_1.bkp 12-08-2019 02:01:37 12-08-2019 02:05:26 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4192 MB full
2572188503 RMAN:Manthan_rman_MANTHAN_12_08_2019_qcu9015c_1_1.bkp 12-08-2019 02:02:23 12-08-2019 02:05:45 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
2572188503 RMAN:Manthan_rman_MANTHAN_12_08_2019_qcu9015c_1_1.bkp 12-08-2019 02:02:23 12-08-2019 02:05:45 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
2404416538 RMAN:Manthan_rman_MANTHAN_12_08_2019_qdu901bf_1_1.bkp 12-08-2019 02:05:38 12-08-2019 02:09:33 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4194 MB full
2404416538 RMAN:Manthan_rman_MANTHAN_12_08_2019_qdu901bf_1_1.bkp 12-08-2019 02:05:38 12-08-2019 02:09:33 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4194 MB full
2387639337 RMAN:Manthan_rman_MANTHAN_12_08_2019_qeu901bu_1_1.bkp 12-08-2019 02:05:53 12-08-2019 02:09:29 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3145 MB full
2387639337 RMAN:Manthan_rman_MANTHAN_12_08_2019_qeu901bu_1_1.bkp 12-08-2019 02:05:53 12-08-2019 02:09:29 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3145 MB full
2370862346 RMAN:Manthan_rman_MANTHAN_12_08_2019_qfu901j0_1_1.bkp 12-08-2019 02:09:38 12-08-2019 02:11:27 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1667 MB full
2370862346 RMAN:Manthan_rman_MANTHAN_12_08_2019_qfu901j0_1_1.bkp 12-08-2019 02:09:38 12-08-2019 02:11:27 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1667 MB full
2354085130 RMAN:Manthan_rman_MANTHAN_12_08_2019_qgu901j0_1_1.bkp 12-08-2019 02:09:38 12-08-2019 02:12:21 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2620 MB full
2354085130 RMAN:Manthan_rman_MANTHAN_12_08_2019_qgu901j0_1_1.bkp 12-08-2019 02:09:38 12-08-2019 02:12:21 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2620 MB full
2337308049 RMAN:Manthan_rman_MANTHAN_12_08_2019_qhu901mt_1_1.bkp 12-08-2019 02:11:53 12-08-2019 02:13:40 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2621 MB full
2337308049 RMAN:Manthan_rman_MANTHAN_12_08_2019_qhu901mt_1_1.bkp 12-08-2019 02:11:53 12-08-2019 02:13:40 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2621 MB full
2320530878 RMAN:Manthan_rman_MANTHAN_12_08_2019_qiu901ok_1_1.bkp 12-08-2019 02:12:38 12-08-2019 02:13:50 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 2097 MB full
2320530878 RMAN:Manthan_rman_MANTHAN_12_08_2019_qiu901ok_1_1.bkp 12-08-2019 02:12:38 12-08-2019 02:13:50 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 2097 MB full
2303753700 RMAN:Manthan_rman_MANTHAN_12_08_2019_qju901p3_1_1.bkp 12-08-2019 02:13:16 12-08-2019 02:13:29 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 60 MB full
2303753700 RMAN:Manthan_rman_MANTHAN_12_08_2019_qju901p3_1_1.bkp 12-08-2019 02:13:16 12-08-2019 02:13:29 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 60 MB full
2286976525 RMAN:Manthan_rman_MANTHAN_12_08_2019_qku901qg_1_1.bkp 12-08-2019 02:13:57 12-08-2019 02:15:24 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1552 MB full
2286976525 RMAN:Manthan_rman_MANTHAN_12_08_2019_qku901qg_1_1.bkp 12-08-2019 02:13:57 12-08-2019 02:15:24 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1552 MB full
2270199316 RMAN:Manthan_rman_MANTHAN_12_08_2019_qlu901r9_1_1.bkp 12-08-2019 02:14:04 12-08-2019 02:15:10 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1312 MB full
2270199316 RMAN:Manthan_rman_MANTHAN_12_08_2019_qlu901r9_1_1.bkp 12-08-2019 02:14:04 12-08-2019 02:15:10 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1312 MB full
2253422100 RMAN:Manthan_rman_MANTHAN_12_08_2019_qmu901r9_1_1.bkp 12-08-2019 02:14:04 12-08-2019 02:14:15 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 3329 KB full
2253422100 RMAN:Manthan_rman_MANTHAN_12_08_2019_qmu901r9_1_1.bkp 12-08-2019 02:14:04 12-08-2019 02:14:15 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 3329 KB full
2236644924 RMAN:Manthan_rman_MANTHAN_12_08_2019_qnu901s3_1_1.bkp 12-08-2019 02:14:44 12-08-2019 02:24:12 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1196 MB full
2236644924 RMAN:Manthan_rman_MANTHAN_12_08_2019_qnu901s3_1_1.bkp 12-08-2019 02:14:44 12-08-2019 02:24:12 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1196 MB full
2219867768 RMAN:Manthan_rman_MANTHAN_12_08_2019_qou901ue_1_1.bkp 12-08-2019 02:15:44 12-08-2019 02:16:29 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1308 MB full
2219867768 RMAN:Manthan_rman_MANTHAN_12_08_2019_qou901ue_1_1.bkp 12-08-2019 02:15:44 12-08-2019 02:16:29 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1308 MB full
2203090552 RMAN:Manthan_rman_MANTHAN_12_08_2019_qpu901ue_1_1.bkp 12-08-2019 02:15:44 12-08-2019 02:15:54 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 150 MB full
2203090552 RMAN:Manthan_rman_MANTHAN_12_08_2019_qpu901ue_1_1.bkp 12-08-2019 02:15:44 12-08-2019 02:15:54 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 150 MB full
2186313361 RMAN:Manthan_rman_MANTHAN_12_08_2019_qqu901v7_1_1.bkp 12-08-2019 02:16:09 12-08-2019 02:16:14 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1281 KB full
2186313361 RMAN:Manthan_rman_MANTHAN_12_08_2019_qqu901v7_1_1.bkp 12-08-2019 02:16:09 12-08-2019 02:16:14 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1281 KB full
2169536160 RMAN:Manthan_rman_MANTHAN_12_08_2019_qru901vm_1_1.bkp 12-08-2019 02:16:24 12-08-2019 02:16:33 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5633 KB full
2169536160 RMAN:Manthan_rman_MANTHAN_12_08_2019_qru901vm_1_1.bkp 12-08-2019 02:16:24 12-08-2019 02:16:33 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5633 KB full
2152758959 RMAN:Manthan_rman_MANTHAN_12_08_2019_qsu90205_1_1.bkp 12-08-2019 02:16:39 12-08-2019 02:16:53 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 7169 KB full
2152758959 RMAN:Manthan_rman_MANTHAN_12_08_2019_qsu90205_1_1.bkp 12-08-2019 02:16:39 12-08-2019 02:16:53 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 7169 KB full
2135981743 RMAN:Manthan_rman_MANTHAN_12_08_2019_qtu90205_1_1.bkp 12-08-2019 02:16:39 12-08-2019 02:16:53 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 4865 KB full
2135981743 RMAN:Manthan_rman_MANTHAN_12_08_2019_qtu90205_1_1.bkp 12-08-2019 02:16:39 12-08-2019 02:16:53 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 4865 KB full
2119204553 RMAN:Manthan_rman_MANTHAN_12_08_2019_quu9020u_1_1.bkp 12-08-2019 02:17:05 12-08-2019 02:17:09 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 5633 KB full
2119204553 RMAN:Manthan_rman_MANTHAN_12_08_2019_quu9020u_1_1.bkp 12-08-2019 02:17:05 12-08-2019 02:17:09 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 5633 KB full
2102427337 RMAN:Manthan_rman_MANTHAN_12_08_2019_qvu9020u_1_1.bkp 12-08-2019 02:17:05 12-08-2019 02:18:05 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1048 MB full
2102427337 RMAN:Manthan_rman_MANTHAN_12_08_2019_qvu9020u_1_1.bkp 12-08-2019 02:17:05 12-08-2019 02:18:05 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1048 MB full
2085650159 RMAN:Manthan_rman_MANTHAN_12_08_2019_r0u9021d_1_1.bkp 12-08-2019 02:17:43 12-08-2019 02:19:11 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 1048 MB full
2085650159 RMAN:Manthan_rman_MANTHAN_12_08_2019_r0u9021d_1_1.bkp 12-08-2019 02:17:43 12-08-2019 02:19:11 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 1048 MB full
2068872995 RMAN:Manthan_rman_MANTHAN_12_08_2019_r1u9023p_1_1.bkp 12-08-2019 02:18:35 12-08-2019 02:18:37 PRORMANMANTHANDLY.001 PRORMANMANTHANDLY 7169 KB full
2068872995 RMAN:Manthan_rman_MANTHAN_12_08_2019_r1u9023p_1_1.bkp 12-08-2019 02:18:35 12-08-2019 02:18:37 RMANMANTHANDLYCLN.001 RMANMANTHANDLYCLN 7169 KB full
